IDS,1) Information Display System
IDS,2) Intrusion Detection System
IEA,International Energy Agency
IEC,1) InterExchange Carrier
IEC,2) Integrated Exploitation Capability
IED,Improvised Explosive Device
IEMA,1) Illinois Emergency Management Agency
IEMA,2) Indiana Emergency Management Agency
IEMC,Integrated Emergency Management Course
IEMIS,Integrated Emergency Management Information System
IEMS,Integrated Emergency Management System
IEVS,Income Eligibility Verification System
IFB,Invitation for Bid
IFG,Individual and Family Grant
IFGP,Individual and Family Grant Program
IFLOWS,Integrated Flood Observing and Warning System
IFMIS,Integrated Financial Management Information System
IFSAR,Interferometric Synthetic Aperture Radar
IG,1) Inspector General
IG,2) Instructor Guide
IGE,Independent Government Estimate
IH,Intense Hurricane
IHC,1) International Hurricane Center
IHC,2) Interagency Hotshot Crew
IHD,Intense Hurricane Day
IHE,Insensitive High Explosive
IHMT,Interagency Hazard Mitigation Team
IHP,Individuals and Households Program
IHS,Indian Health Service
IIC,1) Investigator in Charge (NTSB)
IIC,2) Interagency Intelligence Cell
IIFC,Information/Intelligence Fusion Center
IIOM,Install, Integrate, Operate, and Maintain
IIPLR,Insurance Institute for Property Loss Reduction
IIT,Incident Investigation Team
ILE,Installations, Logistics & Environment
ILS,Integrated Logistics Support
IMA,Individual Mobilization Augmentee
IMC,1) International Medical Corps
IMC,2) Interim Message Change
IMC,3) International Mechanical Code
IMINT,Imagery Intelligence
IMPAC,International Merchant Purchase Authorization Card
IMS,Information Management System
IMSR,Incident Management Situation Report
IMSURT,International Medical Surgical Response Team
IMT,Incident Management Team
IMU,Inertial Measurement Unit
INA,Immigration and Nationality Act
IND,Improvised Nuclear Device
INEA,International Atomic Energy Agency
INER,Interagency National Executive Reserve
INES,International Nuclear Event Scale
INF,1) Infrastructure
INF,2) Immediate Needs Funding
INFO,Information
INFOSEC,Information Security
INMARSAT,International Maritime Satellite
INPHO,Information Network for Public Health Officials
INS,1) Immigration and Naturalization Service
INS,2) Insurance
INSARAG,International Search and Rescue Advisory Group
Insp,Inspection
INTERCOM,Internal Communications
IOC,1) Initial Operational Capability
IOC,2) International Olympic Committee
IOF,1) Interim Operating Facility
IOF,2) Initial Operating Facility
IOR,Initial Operating Report
IP,Information and Planning
I&P or I/P,Information and Planning
IPC,International Paralympic Committee
IPP,Imminent Peril to the Public
IPR,1) In-Process Review
IPR,2) Initial Projections Report
IPS,1) Information and Planning Section
IPS,2) Information Processing System
IPSCOM,Imagery Policy and Security Committee
IPT,Integrated Process Team
IPZ,Ingestion Pathway Zone
IR,Infrared
IRB,Information Resources Board
IRBM,Intermediate Range Ballistic Missile
IRC,International Residential Code
IRF,Initial Response Force
IRIS,Incorporated Research Institutions for Seismology
IRM,Information Resources Management
IRMS,Information Resources Management Service
IRPMR,Information Resources Procurement and Management Review
IRR,Initial Response Resources
IRS,Internal Revenue Service
IRT,1) Initial Response Team
IRT,2) Independent Review Team
IRZ,Immediate Response Zone
IS,1) Information System(s)
IS,2) Information Security
IS,3) Infrastructure Support
IS,4) Inspection Services
ISA,Incident Staging Area
ISAAG,Information Systems Architectural Advisory Group
ISABP,International South Atlantic Buoy Program
ISAR,Inspection Services Activity Report
ISC,1) Interstate Commerce
ISC,2) Inspection Services Coordinator
ISCS,International Satellite Communications Systems
ISDN,Integrated Services Digital Network
ISDR,International Strategy for Disaster Reduction
ISEMA,Indiana State Emergency Management Agency
ISO,Insurance Services Office
ISOC,Information Security Oversight Committee
ISP,1) Information Systems Plan
ISP,2) Immediate Services Program
ISPAG,Information Systems Policy Advisory Group
ISSP,Information Systems Security Program
IST,Incident Support Team
IST-A,Incident Support Team – Advance Element
ISTEA,Intermodal Surface Transportation Efficiency Act
ISVB,Imagery Science Validation Board
IT,Information Technology
ITA,Information Technology Architecture
ITC,1) International Trade Commission
ITC,2) Information Technology Coordinator
I-Team,Incident Team
ITED,IFSAR Terrain Elevation Data
ITF,Intelligence Task Force
ITIC,International Tsunami Information Center
ITM,Inspection Transfer Manager
ITMRA,Information Technology Management Reform Act of 1996
I-TRAP,Interagency Terrorism Response Awareness Program
ITS,1) Information Technology Services
ITS,2) Intelligent Transportation System(s)
ITSD,Information Technology Services Directorate
ITSH,Internal Transport, Storage, and Handling
ITV,In-Transit Visibility
IVD,Interactive Video Disk
IVR,Interactive Voice Response
I&W,Indications and Warning
IWP,Integrated Warning Program
JAARS,Joint After-Action Reporting System
JAD,Joint Application Development
JAG,1) Joint Action Group
JAG,2) Judge Advocate General (DoD)
JANAP,Joint Army-Navy-Air Force Publication
JATS,Joint Air Transportation System
JAWAS,Joint Automated Weather Observing System
JBPDS,Joint Biological Point Detection Systems
JCC,Joint Coordination Center
JCS,Joint Chiefs of Staff
JDISS,Joint Deployable Intelligence Support System
JEEP,Joint Emergency Evacuation Plan
JECG,Joint Exercise Control Group
JEMP,Joint Exercise Management Program
JEOC,Joint Emergency Operations Center
JFACC,Joint Force Air Component Commander
JFC,Joint Force Commander
JFHQ-HLS,Joint Forces Headquarters - Homeland Security
JHAT,Joint Hazardous Assessment Team
JHEC,Joint Hazard Evaluation Center
JIACG,Joint Interagency Coordination Group
JIALO,Joint Interagency Liaison Officer
JIB,Joint Information Bureau
JIC,1) Joint Information Center
JIC,2) Joint Ice Center
JIC,3) Joint Intelligence Center
JICPAC,Joint Intelligence Center, Pacific
JIISE,Joint Interagency Intelligence Support Element
JIMPP,Joint Industrial Mobilization Planning Process
JIS,Joint Information System
JIT,1) Job Instruction Training
JIT,2) Just In Time
JMC,Joint Movement Center
JMFU,Joint METOC Forecast Unit
JMMO,Joint Medical Mobilization Office
JMRO,Joint Medical Regulating Office
JNACC,Joint Nuclear Accident Coordinating Center
JOA,Joint Operational Area
JOC,Joint Operations Center
JOPES,Joint Operations Planning and Execution System
JPEG,Joint Photographic Experts Group
JPIC,Joint Public Information Center
JPMRC,Joint Patient Movement Requirements Center
JPMT,Joint Patient Movement Team
JPO,Joint Program Office
JRERP,Joint Radiological Emergency Response Plan
JRMP,Joint Regional Medical Planner
JRMPO,Joint Regional Medical Planning Office
JRS,Joint Reporting System
JRT,Joint Response Team
JSCP,Joint Strategic Capabilities Plan
JSOTF,Joint Special Operations Task Force
JSTARS,Joint Surveillance Target Attack Radar System
JTF,Joint Task Force
JTF-CS,Joint Task Force - Civil Support
JTOT,Joint Tactical Operations Team
JTPA,Job Training Partnership Act
JTR,Joint Travel Regulations
JTRB,Joint Telecommunications Resources Board
JTTF,Joint Terrorism Task Force
JTWC,Joint Typhoon Warning Center
JWICS,Joint Worldwide Intelligence Communications System
KAPP,Key Asset Protection Program (obsolete; see CAAP)
kb,Kilobit
kB,Kilobyte
kBPS,Kilobits Per Seconds
KD,Knocked Down
KDEM,1) Kansas Department of Emergency Management
KDEM,2) Kentucky Department of Emergency Management
kHz,Kilohertz
KI,Potassium Iodide (symbol for)
Km,Kilometer
kN,Kilo-Newton
KSA,Knowledge, Skills, and Abilities
KT,Kiloton
KVERT,Kamchatkan Volcanic Eruptions Response Team
kW,Kilowatt(s)
L,Lewisite (symbol for)
LAC,Local Assistance Center
LAN,Local Area Network
LAN/WAN,Local Area Network/Wide Area Network
LANDSAT,Land Satellite
LAO,Lead Agency Official
L-CAR,Local Capability Assessment for Readiness
LCAT,Logistics Closeout Assistance Team
LCCE,Life Cycle Cost Estimate
LCM,Life Cycle Management
LCO,Limiting Condition for Operation
LCT,Liaison Coordination Team
LD,Lethal Dose
LDS,Lightning Detection System
LDW,Last Day Worked
LEADERS,Lightweight Epidemiology Advanced Detection and Emergency Response System
LEC,Local Exchange Carrier
LEL,Lower Explosive Limit
LEM,Local Emergency Management
LEMA,Local Emergency Management Authority
LEP,Leadership Excellence Program
LEPC,Local Emergency Planning Committee
LERT,Logistics Emergency Response Team
LETS,Law Enforcement Telecommunications System
LEU,Low-Enriched Uranium
LEVEL 1 EST,Full EST activation level. 
LEVEL 2 EST,Intermediate EST activation level.
LEVEL 3 EST,Minimal EST activation level. 
LF,1) Low Frequency
LF,2) Linear Foot
LFA,Lead Federal Agency
LFE,Lowest Floor Elevation
LFO,Lead Federal Official
LFP,Livestock Feed Programs
LH,1) Labor Hour
LH,2) Local Hire
LHA/LHD,Landing Helicopter - Assault/ Landing Helicopter - Deck
LHMC,Local Hazard Mitigation Coordinator
LHR,Limited Home Repair
LHW,Last Hour Worked
Li,Lithium (symbol for)
LIBSYS,Library System
LIDAR,Light Detection and Ranging
LIHEAP,Low Income Household Energy Assistance Program
LIMFAC,Limiting Factor
LIMS,Logistics Information Management System
LISS,Linear Imaging and Self-Scanning
LLW,Low-Level Waste
LLWS,Low-Level Wind Shear
LM,Logistics Management
LMDC,Lower Manhattan Development Corporation
LMF,Logistics Management Facility
LMFBR,Liquid Metal Fast Breeder Reactor
LNG,Liquefied Natural Gas
LNO,Liaison Officer
LOA,Letter of Agreement
LOC,1) Line of Communication
LOC,2) Letter of Credit
LOCA,Loss-Of-Coolant Accident
LOC-TFCS,Letter of Credit - Treasury Financial Communications System
LOEP,Louisiana Office of Emergency Preparedness
LOG,Logistics
LOI,Letter Of Intent
LOMA,Letter of Map Amendment
LOMC,Letter of Map Change
LOMR,Letter of Map Revision
LOMR-F,Letter of Map Revision Based on Fill
LOS,Line-of-Sight
LOSA,Logistical Operations Staging Area
LOSSEST,Loss Estimation
LPDP,Livestock Preservation Donation Program
LPG,Liquefied Petroleum Gas
LR,Limited Response
LR-BSDS,Long Range Biological Standoff Detection System
LRC,1) Learning Resource Center
LRC,2) Logistics Readiness Center
LRFD,Load and Resistance Factor Design
LRIP,Low Rate Initial Production
LRMP,Long Range Management Plan
LRU,Lowest Replaceable Unit
LS,Lump Sum
LSC,Life Support Center
LSCAD,Lightweight Standoff Chemical Agent Detector
LSS,Life Support System
LSV,Logistical Staging Vehicle
LT,Lieutenant
LTL,Less-Than-Truckload
LTR,Long Term Recovery
LULC,Land Use and Land Cover
LWF,Lutheran World Federation
LWOP,Leave Without Pay
LWR,Light-Water Reactor
MA,1) Mission Assignment
MA,2) Marshalling Area
MAAD,Mobile Asset Activities Document
MAC,1) Mission Assignment Coordinator
MAC,2) Mapping & Analysis Center
MACA,Military Assistance to Civil Authorities
MACC,Multi-Agency Coordination Center
MACDIS,Military Assistance for Civil Disturbances
MAEC,Mid-America Earthquake Center
MAFFS,Modular Airborne Fire Fighting System
MAJCOM,Major Command
MapInfo,FEMA-standard GIS software program
MAR,Monthly Accomplishments Report
MARAC,Mutual Aid Regional Advisory Committee
MARAD,Maritime Administration
MAREP,Marine Report
MARR,Mission Assignment Reimbursement Request
MARS,1) Military Affiliated Radio System
MARS,2) Mobile Analytical Response System
MARS,3) Multifunction Acquisition and Reporting System
MarshMALLOW,Marsh Management Activities for Learning the Lifestyles Of Wildlife
MASF,Mobile Aeromedical Staging Facility
MASH,Mobile Army Surgical Hospital
MASINT,Measurement and Signature Intelligence
MAST,Military Assistance to Safety and Traffic
MAT,Mobilization Assistance Team (DoD)
MATES,Mobilization and Training Equipment Site
MATTS,Mobile Air Transportable Telecommunications System
MB,Megabyte
mb,Millibar
MBA,1) Mortgage Bankers Association
MBA,2) Master of Business Administration
MBO,Management By Objectives
MBPS,Megabytes Per Second
MBTA,Migratory Bird Treaty Act
MC,1) Mobilization Center
MC,2) Marine Corps
MC,3) Member of Congress
MCA,Multichannel Analyzer
MCC,1) Movement Coordination Center
MCC,2) Mobility Control Center (DoD)
MCC,3) Mission Control Center
MCD,Medical Crew Director
MCEER,Multidisciplinary Center for Earthquake Engineering Research
MCF,1) Mass Care and Feeding
MCF,2) Movement Coordination Function
MCMC,Mid-Continent Mapping Center
MCMT,Mobilization Center Management Team
MCO,MERS Coordination Office
MCOC,Marine Corps Operations Center
MCR,Military Communications Representative
MCS,Movement Coordination System
MCU,Movement Coordination Unit
MCV,Mobile Coordinating Vehicle
MD,1) Mitigation Directorate (or Division)
MD,2) Medical Doctor
MD,3) Methyldichloroarsine (symbol for)
MDF,Medical, Dental, and Funeral
MDRO,Mission Disaster Relief Officer
MDS,Mennonite Disaster Service
MDST,Mountain Daylight Savings Time (see MDT)
MDT,Mountain Daylight Time  (GMT - 6)
ME,Medical Examiner
MEA,Major Emergency Action
MEAG,Major Emergency Action Guide
MEAP,Mobile Environmental Analytical Platform
MEL,Mobile-Erector Launcher
MEMA,1) Maine Emergency Management Agency
MEMA,2) Maryland Emergency Management Agency
MEMA,3) Massachusetts Emergency Management Agency
MEMA,4) Mississippi Emergency Management Agency
MEMA,5) Missouri Emergency Management Agency
MEOW,Maximum Envelope of Water (or Winds)
MEP,Management Engineering Plan
MERRT,Medical Emergency Radiological Response Team
MERS,Mobile Emergency Response Support
MET,Meteorologist (or Meteorological)
METAR,Meteorological Aviation Report
METL,Mission-Essential Task List
METOC,Meteorological and Oceanographic
METSAT,Meteorological Satellite
meV,Millielectronvolt
MeV,Megaelectronvolt
MH,1) Mobile Home
MH,2) Mental Health
MH,3) Manufactured Housing
MHC,Mobile Health Clinic
MHE,Materiel Handling Equipment
MHS,Message Handling System
MHTGR,Modular High Temperature Gas Reactor
MHW,Mean High Water
MHz,Megahertz
MIACC,Major Industrial Accidents Council of Canada
MIC,1) Meteorologist in Charge
MIC,2) Media Information Center
MIDAS,Microfluidic Integrated DNA Analysis System
M&IE,Miscellaneous and Incidental Expenses
MIEP,Mass Immigration Emergency Plan
MIPR,Military Interdepartmental Purchase Request
MIRV,Multiple Independent Re-Entry Vehicle
MIS,Management Information System
MIT,Mitigation
MKT,Mobile Kitchen Trailer
MLD,Median Lethal Dose
MLOS,Microwave Line-of-Sight
MLW,Mean Low Water
MMC,Main Media Center
MMCE,Medical Management of Chemical Exposure
MMI,Modified Mercalli Intensity
MMIS,Municipal Management Information System
MMPA,Marine Mammal Protection Act
MMRS,Metropolitan Medical Response System
MMS,Minerals Management Service
MMST,Metropolitan Medical Strike Team
MMWR,Morbidity and Mortality Weekly Report
MO,Medical Officer
MOA,Memorandum of Agreement
MOB,1) Mobilization
MOB,2) Main Operating Base
MOB Center,Mobilization Center
MOC,MERS Operations Center
MODEM,Modulator/Demodulator
MOM,1) Middle of Month
MOM,2) Maximum of Maximum
MOOTW,Military Operations Other Than War
MOPP,Mission-Oriented Protective Posture
MOU,Memorandum of Understanding
MOX,Mixed-Oxide Fuels
MP,1) Military Police
MP,2) Management Profiler
MPC,Main Press Center
MPD,Maximum Potential Destruction
MPE,Maximum Permissible Exposure
MPEG,Motion Picture Expert Group
MPH,Miles Per Hour
MPPP,Mortgage Portfolio Protection Program
MPS,Mission Planning System
MPU,1) Microprocessor Unit
MPU,2) Mobile Power Unit
MRA,Mortgage and Rental Assistance
MRE,Meal, Ready-to-Eat
MRF,Medium Range Forecast
mR/hr,Milliroentgens per Hour
MRI,Mean Recurrence Interval
MRIC,Mobile Reconstruction Information Center
MRMC,Medical Research and Materiel Command
MRP,Minimal Repair Program
MRRS,MERS Response Reporting System
MRV,1) Mobile Response Van (or Vehicle)
MRV,2) Multi-Radio Van (or Vehicle)
M/S,Meters per second
MS,Microsoft
MSA,1) Mutual Support Agreement
MSA,2) Metropolitan Statistical Area
MSC,Major Subordinate Command
MSCA,Military Support to Civil Authorities
MSCLEA,Military Support to Civilian Law Enforcement Agencies
MSDS,Material Safety Data Sheet
MSE,MERS Support Element
MSEL,Master Scenario Events List
MSL,Mean Sea Level
MSLO,Military Support Liaison Officer
MSO,Military Support Officer
MSPB,Merit Systems Protection Board
MSR,Main Supply Route
MSRC,Marine Spill Response Corporation
MST,1) METRO Strike Team
MST,2) Management Support Team (formerly MSU)
MST, 3) Mountain Standard Time  
MSU,1) Medical Support Unit
MSU,2) Management Support Unit
MT,1) Mitigation
MT,2) Megaton
MTF,Medical Treatment Facility
MTMC,Military Traffic Management Command
MTOE,Modified Table of Organization and Equipment
MUF,Materials Unaccounted For
MVGP,Mission, Vision, and Guiding Principles
MW,1) Mt Weather
MW,2) Microwave
MWEAC,Mt Weather Emergency Assistance Center
MWFRS,Main Wind Force Resisting System
MWS,Marine Weather Statement
M-ZONE,High Mudflow Hazard Area
N/A,1) Not (or Non) Applicable
N/A,2) Not Affected
NAC,National Agency Check
NAC/AEGL,National Advisory Committee on Acute Exposure Guidelines Levels (for Chemical Substances)
NACCHO,National Association of County and City Health Officials
NACE,National Association of County Engineers
NACI,National Agency Check with Inquiries
NACO,National Association of Counties
NACS,NEMIS Access Control System
NAFAX,National Facsimile Network
NAHB,National Association of Home Builders
NAII,National Association of Independent Insurers
NAIIA,National Association of Independent Insurance Adjusters
NAMRI,Naval Medical Research Institute
NAOC,National Airborne Operations Center
NAOS,North American Atmospheric Observing System
NAP,Non-Insured Crop Disaster Assistance Program
NAPA,National Academy of Public Administration
NAPI,National Arson Prevention Initiative
NARA,National Archives and Records Administration
NARCL,Nuclear Accident Response Capabilities Listing
NARP,Nuclear Accident Response Plan (or Procedures)
NARSAP,National Advanced Remote Sensing Applications Program
NARTC,National Advanced Resource Technology Center
NAS,National Academy of Sciences
NASA,National Aeronautics and Space Administration
NASAR,National Association for Search and Rescue
NASCDD,National Association of State Civil Defense Directors
NASEMSD,National Association of State Emergency Medical Services Directors
NASFM,National Association of State Fire Marshals
NASNA,National Association of 9-1-1 Administrators
NATO,North Atlantic Treaty Organization
NAVAID,Navigational Aid
NAWAS,National Warning System
NAWAS/BCC,National Warning System Bridge and Conference Controller
NBC,Nuclear, Biological, and Chemical
NCA,National Command Authority
NCAI,National Congress of American Indians
NCAR,National Center for Atmospheric Research
NC&B,Nuclear, Chemical and Biological
NCC,National Coordinating Center (for Telecommunications)
NCCC,National Council of the Churches of Christ
NCCEM,National Coordinating Council on Emergency Management (obsolete; replaced by IAEM)
NCCG,National Civilian Community Group
NCEP,National Centers for Environmental Prediction
NCGIA,National Center for Geographic Information and Analysis
NCIC,National Crime Information Center
NCID,National Center for Infectious Diseases
NCP,National Oil and Hazardous Substances Pollution Contingency Plan (aka National Contingency Plan)
NCO,Non-Commissioned Officer
NCP,National Oil and Hazardous Substances Pollution Contingency Plan
NCPI,National Committee on Property Insurance
NCR,National Capital Region
NCRPM,National Council on Radiation Protection and Measurements
NCS,1) National Communications System
NCS,2) Net Control System
NCSA,National Center for Supercomputing Applications
NCSP,National Communications Support Plan
NCSRM,National Communications System Regional Manager
NCUA,National Credit Union Administration
NDA,1) National Defense Area
NDA,2) Non-Disclosure Agreement
NDAA,Natural Disaster Assistance Act
NDEA,National Defense Emergency Authorization
NDER,National Defense Executive Reserve
NDMC,National Drought Mitigation Center
NDMOC,National Disaster Medical Operations Center
NDMS,National Disaster Medical System
NDMSOSC,National Disaster Medical System Operations Support Center
NDPO,National Domestic Preparedness Office
NDS,1) National Defense Stockpile
NDS,2) Nuclear Detection System
NE,1) Northeast
NE,2) New England
NEC,National Earthquake Center
NECC,National Emergency Coordination Center (obsolete; see FOC)
NECN,National Emergency Communications Network
NEEP,National Earthquake Education Program
NEET,National Exercise Evaluation Team
NEFSMA,New England Floodplain and Stormwater Managers Association
NEHA,National Environmental Health Association
NEHRP,National Earthquake Hazards Reduction Program
NEI,Nuclear Energy Institute
NEIC,National Earthquake Information Center
NEIS,National Earthquake Information Service
NEMA,1) National Emergency Management Association
NEMA,2) Nebraska Emergency Management Agency
NEMIS,National Emergency Management Information System
NEMT,National Emergency Management Team
NEO,1) Near-Earth Orbit
NEO,2) Noncombatant Evacuation Operation
NEOB,New Executive Office Building
NEPA,National Environmental Policy Act
NERC,North American Electric Reliability Council
NESN,Necessary Expenses and Serious Needs
NEST,Nuclear Emergency Search Team
NET,No Earlier Than
NETAC,National Environmental Technology Application Center
NETAP,National Earthquake Technical Assistance Program
NETC,National Emergency Training Center
NEXRAD,Next Generation Weather Radar
NEXUS,Next Generation Upper Weather System
NFA,National Fire Academy
NFCD,National Finance Center Database
NFDA,National Funeral Directors Association
NFDC,National Fire Data Center
NFI,National Flood Insurance
NFIC,National Fire Information Council
NFIF,National Flood Insurance Fund
NFIP,National Flood Insurance Program
NFIRA,National Flood Insurance Reform Act
NFIRS,National Fire Incident Reporting System
NFMA,National Forest Management Act
NFP,Not-For-Profit
NFPA,National Fire Protection Association
NFPCA,National Fire Prevention and Control Administration
NFS,National Forest System
NFSLO,National Fire Suppression Liaison Officer
NG,National Guard
NGA,National Governor’s Association
NGB,1) National Guard Bureau
NGB,2) National Governing Body
NGDC,National Geophysical Data Center
NGLO,National Guard Liaison Officer
NGM,Nested Grid Model
NGO,Non-Governmental Organization
NGVD,National Geodetic Vertical Datum
NHC,National Hurricane Center
NHPA,National Historic Preservation Act
NHTSA,National Highway Traffic Safety Administration
NHV,Natural Hazard Vulnerability
NI,No Insurance
NIBS,National Institute of Building Sciences
NIC,National Instrumentation Center
NICC,National Interagency Coordination Center
NICI,National Interagency Counterdrug Institute
NID,National Inventory of Dams
NIDF,National Insurance Development Fund
NIEHS,National Institute of Environmental Health Services
NIEOC,National Interagency Emergency Operations Center
NIER,National Industrial Equipment Reserve
NIF,Non-Industrial Facility
NIFCC,National Interagency Fire Coordination Center
NIH,National Institute of Health
NII,National Information Infrastructure
NIIMS,National Interagency Incident Management System
NIMA,National Imagery and Mapping Agency
NIMBY,Not In My Backyard
NIMG,National Interagency Mobilization Guide
NIMH,National Institute of Mental Health
NIMS,National Interagency Management System
NIMTO,Not In My Term of Office
NIOSH,National Institute of Occupational Safety and Health
NIP,National Immunization Program
NIPC,National Infrastructure Protection Center
NISAC,National Infrastructure Simulation and Analysis Center
NISE,National Intelligence Support Element
NIST,National Institute of Standards and Technology
NIUSR,National Institute for Urban Search and Rescue
NLC,1) National Location Code
NLC,2) National League of Cities
NLD,Nunn-Lugar-Domenici
NLECC,National Law Enforcement Coordination Center
NLETS,National Law Enforcement Telecommunications System
NLRA,National Labor Relations Authority
NLS,National Language Standards
NLT,No Later Than
NM,Nautical Mile
NMAB,National Materials Advisory Board
NMC,1) National Meteorological Center
NMC,2) Non Mission Capable
NMCC,National Military Command Center
NMFS,National Marine Fisheries Service
NMI,No Middle Initial
NMJIC,National Military Joint Intelligence Center
NMRI,Naval Medical Research Institute
NMRT,National Medical Response Team
NNEC,National Network Emergency Center
NNOB,National Network Operations Branch
NNOC,National Network Operations Center
NNSA,National Nuclear Security Administration
NO,National Office
NOAA,National Oceanic and Atmospheric Administration
NOC,1) Network Operations Center
NOC,2) Navy Operations Center
NOC,3) National Operations Center
NOC,4) Negotiations Operations Center
NOC,5) National Olympic Committee
NOFA,Notice of Funds Availability
NOGA,Notice of Grant Award
NOI,Notice of Interest
NOK,Next-of-Kin
NOPR,Notice of Proposed Rulemaking
NORAD,North American Aerospace Defense Command
NORTHCOM,United States Northern Command
NOS,Not Otherwise Specified
NOTAM,Notice To Airmen
NOUE,Notice of Unusual Event
NP,National Preparedness
NPC,National Paralympic Committee
NPDP,National Performance of Dams Program
NPFC,National Pollution Funds Center
NPIC,National Photographic Interpretation Center (obsolete; see NIMA)
NPMA,National Property Management Association
NPMOC,Naval Pacific Meteorology and Oceanography Center
NPOESS,National Polar-Orbiting Operational Environmental Satellite System
NPP,Nuclear Power Plant
NPR,National Partnership for Reinventing Government (formerly National Performance Review)
NPRM,Notice of Proposed Rulemaking
NPS,1) National Park Service
NPS,2) National Pharmaceutical Stockpile
NPSC,National Processing Service Center
NPSP,National Pharmaceutical Stockpile Program
NRAT,Nuclear Radiological Advisory Team
NRC,1) Nuclear Regulatory Commission
NRC,2) National Response Center
NRC,3) National Research Council
NRCC,Northern Regional Coordination Center
NRCOC,Nuclear Regulatory Commission Operations Center
NRCS,Natural Resources Conservation Service
NRCSDC,Natural Resources Conservation Service District Conservationist
NRCSSC,Natural Resources Conservation Service State Conservationist
NRIMC,National Resources Information and Mapping Center
NRIS,National Resource Information System
NRO,National Reconnaissance Office
NRS,National Response System
NRT,1) National Response Team
NRT,2) Near Real-Time
NS/EP,National Security and Emergency Preparedness
NSA,National Security Agency
NSC,National Security Council
NSD,1) National Security Directive
NSD,2) Named Storm Day
NSDD,National Security Decision Directive
NSDI,National Spatial Data Infrastructure
NSEC,National Security Emergency Coordination
NSEP,National Security Emergency Preparedness
NSF,1) National Strike Force
NSF,2) National Science Foundation
NSFCC,National Strike Force Coordination Center
NSGIC,National States Geographic Information Council
NSHS,National Strategy for Homeland Security
NSI,1) National Security Information
NSI,2) Nuclear Surety Inspection
NSLRSDA,National Satellite Land Remote Sensing Data Archive
NSMP,National Strong-Motion Program
NSN,National Stock Number
NSPE,National Society of Professional Engineers
NSS,National Security Strategy
NSSDA,National Standard for Spatial Data Accuracy
NSSE,National Security Special Event
NSSFC,National Severe Storms Forecast Center
NSSL,National Severe Storms Laboratory
NTC,1) National Teleregistration Center
NTC,2) Net Tropical Cyclone Activity
NTC-MW,National Teleregistration Center at Mount Weather
NTE,Not To Exceed
NTIA,National Telecommunications and Information Administration
NTIS,National Technical Information Service
NTM,National Technical Means
NTMR,National Technical Means of Reconnaissance
NTMS,National Telecommunications Management Structure
NTS,National Traffic System
NTSB,National Transportation Safety Board
NTSC,National Telecommunications Standards Committee
NTSP,National Telecommunications Support Plan; a.k.a. National Plan for Telecommunications Support in Non-Wartime Emergencies
NU,Name Unknown
NUCFLASH,Accidental, unauthorized, or unexplained nuclear detonation
NUDET,Nuclear Detonation
NVOAD,National Voluntary Organizations Active in Disaster
NWC,National Warning Center
NWCG,National Wildfire Coordinating Group
NWR,National Weather Radio
NWS,National Weather Service
NWSFO,National Weather Service Forecast Office
NWWS,National Weather Wire Service
NYCOEM,New York City Office of Emergency Management
OA,1) Office Automation
OA,2) Over and Above
OAA,Older Americans Act
OADR,Originating Agency Determination Required
OAFME,Office of the Armed Forces Medical Examiner
OAR,Office of Oceanic and Atmospheric Research
OAS,1) Office of Administrative Support
OAS,2) Organization of American States
OASH/OEP,Office of the Assistant Secretary for Health / Office of Emergency Preparedness
OB,Official Business
OBE,Overcome (or Overtaken) By Events
OBS,Observation(s)
OC,Operations Center
OCA,Original Classification Authority
OCC,Office of the Comptroller of the Currency
OCD,Office of Community Development
OCHAMPUS,Office of Civilian Health and Medical Program of the Uniformed Services
OCIO,Office of the Chief Information Officer
OCLUS,Outside the Continental Limits of the United States
OCN,Optimal Climate Normals
OCOG,Organizing Committee for the Olympic Games
OCONUS,Outside the Continental United States
OCPM,Office of Crisis Planning and Management
OCR,1) Office of Collateral Responsibility
OCR,2) Optical Character Reader
OCS,Outer Continental Shelf
OCZM,Office of Coastal Zone Management
ODBC,Open Database Connectivity
ODCEM,Oklahoma Department of Civil Emergency Management
ODEM,Oklahoma Department of Emergency Management
OE,Operating Expenses
OEM,Office of Emergency Management
OEMA,Ohio Emergency Management Agency
OEMP,Office of Emergency Medical Preparedness
OEP,1) Occupant Emergency Plan
OEP,2) Office of Emergency Preparedness
OES,Office of Emergency Services
OET,Office of Emergency Transportation (DOT)
OFA,1) Other Federal Agency(ies)
OFA,2) Office of Family Assistance
OFDA,Office of Foreign Disaster Assistance
OFF,Offshore Forecast
OFM,Office of Financial Management
OFMA,Oklahoma Floodplain Management Association
OGAT,Official Government Acceptance Test
OGC,Office of the General Counsel
OGE,Office of Government Ethics
OHRM,Office of Human Resources Management
OHS,Office of Homeland Security
OIC,1) Officer in Charge
OIC,2) Olympic Intelligence Center
OIG,Office of the Inspector General
OJCS,Office of the Joint Chiefs of Staff
OJT,On-the-Job Training
OLE,Object Linking and Embedding
O&M,Operations and Maintenance
OMB,Office of Management and Budget
OMNCS,Office of the Manager, National Communications System
OMTPE,Office of Mission to Planet Earth
ONP,Office of National Preparedness
OPA,Oil Pollution Act
OPAC,On-Line Payments and Collection
OPCOM,Operational Command
OPCON,Operational Control
OPERIOD,Operational Period
OPHS,Office of Public Health and Science
OPLAN,Operations Plan
OPM,Office of Personnel Management
OPR,Office of Primary Responsibility
OPREP,Operational Report
